sno,language,question_type,category,level,question,option1,answer1,option2,answer2,option3,answer3,option4,answer4,option5,answer5,option6,answer6,option7,answer7,option8,answer8
149,hi,single_choice,general_studies,moderate,विद्युत धारा की SI इकाई क्या है?,एम्पियर,TRUE,वोल्ट,FALSE,वाट,FALSE,ओम,FALSE,,,,,,,,
150,hi,single_choice,general_studies,difficult,निर्वात में प्रकाश की गति कितनी है?,3 लाख किमी प्रति सेकंड,TRUE,2 लाख किमी प्रति सेकंड,FALSE,4 लाख किमी प्रति सेकंड,FALSE,1 लाख किमी प्रति सेकंड,FALSE,,,,,,,,
151,hi,single_choice,general_studies,easy,ATM का पूरा नाम क्या है?,ऑटोमेटेड टेलर मशीन,TRUE,ऑटोमैटिक ट्रांजैक्शन मशीन,FALSE,ऑल टाइम मनी,FALSE,ऑटो ट्रांसफर मेथड,FALSE,,,,,,,,
152,hi,single_choice,general_studies,easy,समुद्र तल पर पानी का क्वथनांक कितना होता है?,100 डिग्री सेल्सियस,TRUE,90 डिग्री सेल्सियस,FALSE,110 डिग्री सेल्सियस,FALSE,80 डिग्री सेल्सियस,FALSE,,,,,,,,
153,hi,single_choice,general_studies,moderate,कौन सा रक्त समूह सार्वत्रिक दाता कहलाता है?,O नेगेटिव,TRUE,AB पॉजिटिव,FALSE,A पॉजिटिव,FALSE,B नेगेटिव,FALSE,,,,,,,,
154,hi,single_choice,general_studies,moderate,मंगल ग्रह को किस नाम से जाना जाता है?,लाल ग्रह,TRUE,नीला ग्रह,FALSE,हरा ग्रह,FALSE,पीला ग्रह,FALSE,,,,,,,,
155,hi,single_choice,general_studies,difficult,भारत की सबसे लंबी नदी कौन सी है?,गंगा,TRUE,गोदावरी,FALSE,ब्रह्मपुत्र,FALSE,नर्मदा,FALSE,,,,,,,,
156,hi,single_choice,general_studies,difficult,शुद्ध जल का pH मान कितना होता है?,7,TRUE,6,FALSE,8,FALSE,5,FALSE,,,,,,,,
157,hi,single_choice,state_gk,easy,क्षेत्रफल की दृष्टि से भारत का सबसे छोटा राज्य कौन है?,गोवा,TRUE,सिक्किम,FALSE,त्रिपुरा,FALSE,मिजोरम,FALSE,,,,,,,,
158,hi,single_choice,state_gk,moderate,भारत में सबसे अधिक जिले किस राज्य में हैं?,उत्तर प्रदेश,TRUE,मध्य प्रदेश,FALSE,महाराष्ट्र,FALSE,राजस्थान,FALSE,,,,,,,,
159,hi,single_choice,state_gk,difficult,भाषाई आधार पर बना पहला राज्य कौन था?,आंध्र प्रदेश,TRUE,तमिलनाडु,FALSE,कर्नाटक,FALSE,गुजरात,FALSE,,,,,,,,
160,hi,multi_choice,general_studies,moderate,निम्नलिखित में से कौन हिमालय से निकलने वाली नदियां हैं?,गंगा,TRUE,यमुना,TRUE,कावेरी,FALSE,ब्रह्मपुत्र,TRUE,,,,,,,,
161,hi,multi_choice,general_studies,easy,निम्नलिखित में से कौन नवीकरणीय ऊर्जा स्रोत हैं?,सौर ऊर्जा,TRUE,पवन ऊर्जा,TRUE,कोयला,FALSE,प्राकृतिक गैस,FALSE,,,,,,,,
162,hi,multi_choice,general_studies,moderate,निम्नलिखित में से कौन BRICS के सदस्य हैं?,भारत,TRUE,ब्राजील,TRUE,जापान,FALSE,दक्षिण अफ्रीका,TRUE,,,,,,,,
163,hi,single_choice,general_studies,easy,भारत का राष्ट्रीय खेल कौन सा है?,हॉकी,TRUE,क्रिकेट,FALSE,फुटबॉल,FALSE,कबड्डी,FALSE,,,,,,,,
164,hi,single_choice,general_studies,easy,मानव शरीर का सबसे बड़ा अंग कौन है?,त्वचा,TRUE,यकृत,FALSE,मस्तिष्क,FALSE,हृदय,FALSE,,,,,,,,
165,hi,single_choice,general_studies,moderate,भारत में पंचायती राज सबसे पहले कहां लागू हुआ?,राजस्थान,TRUE,केरल,FALSE,तमिलनाडु,FALSE,गुजरात,FALSE,,,,,,,,
166,hi,single_choice,general_studies,moderate,GDP का पूरा नाम क्या है?,सकल घरेलू उत्पाद,TRUE,सामान्य विकास योजना,FALSE,विकास वितरण नीति,FALSE,सरकारी प्रत्यक्ष भुगतान,FALSE,,,,,,,,
167,hi,single_choice,general_studies,difficult,विकसित भारत का लक्ष्य वर्ष क्या है?,2047,TRUE,2030,FALSE,2035,FALSE,2050,FALSE,,,,,,,,
168,hi,single_choice,general_studies,difficult,G20 शिखर सम्मेलन 2023 कहां आयोजित हुआ?,नई दिल्ली,TRUE,मुंबई,FALSE,बेंगलुरु,FALSE,कोलकाता,FALSE,,,,,,,,
169,hi,single_choice,moyas,easy,स्वयंसेवा को बढ़ावा देने वाला कार्यक्रम कौन है?,वॉलंटियर फॉर भारत,TRUE,स्टार्टअप इंडिया,FALSE,डिजिटल इंडिया,FALSE,मेक इन इंडिया,FALSE,,,,,,,,
170,hi,single_choice,moyas,moderate,NSS शिविर की अवधि कितनी होती है?,7 दिन,TRUE,10 दिन,FALSE,5 दिन,FALSE,15 दिन,FALSE,,,,,,,,
171,hi,single_choice,general_studies,easy,भारतीय संविधान विश्व का सबसे क्या है?,सबसे लंबा लिखित संविधान,TRUE,सबसे छोटा संविधान,FALSE,सबसे पुराना संविधान,FALSE,सबसे सरल संविधान,FALSE,,,,,,,,
172,hi,single_choice,general_studies,moderate,स्थानीय निकायों में महिलाओं के लिए कितने प्रतिशत सीटें आरक्षित हैं?,33 प्रतिशत,TRUE,25 प्रतिशत,FALSE,50 प्रतिशत,FALSE,40 प्रतिशत,FALSE,,,,,,,,
173,hi,single_choice,general_studies,difficult,समावेशी विकास की अवधारणा किस पंचवर्षीय योजना में आई?,ग्यारहवीं,TRUE,दसवीं,FALSE,बारहवीं,FALSE,नौवीं,FALSE,,,,,,,,
174,hi,multi_choice,general_studies,moderate,अनुच्छेद 51A के मौलिक कर्तव्य कौन से हैं?,राष्ट्रीय ध्वज का सम्मान,TRUE,पर्यावरण की रक्षा,TRUE,आयकर भुगतान,FALSE,सद्भाव को बढ़ावा,TRUE,,,,,,,,
175,hi,multi_choice,state_gk,easy,इनमें से कौन राज्यों की राजधानी हैं?,जयपुर,TRUE,लखनऊ,TRUE,पुणे,FALSE,भोपाल,TRUE,,,,,,,,
176,hi,single_choice,general_studies,easy,चंद्रयान-3 किस संस्था ने लॉन्च किया?,इसरो,TRUE,डीआरडीओ,FALSE,एचएएल,FALSE,बीएआरसी,FALSE,,,,,,,,
177,hi,single_choice,general_studies,moderate,कौशल विकास पर केंद्रित कार्यक्रम कौन सा है?,स्किल इंडिया,TRUE,मेक इन इंडिया,FALSE,डिजिटल इंडिया,FALSE,स्वच्छ भारत,FALSE,,,,,,,,
178,hi,single_choice,general_studies,moderate,भारत के राष्ट्रपति का कार्यकाल कितना होता है?,5 वर्ष,TRUE,4 वर्ष,FALSE,6 वर्ष,FALSE,7 वर्ष,FALSE,,,,,,,,
179,hi,single_choice,general_studies,difficult,भारत की 25 वर्ष से कम आयु की जनसंख्या कितने प्रतिशत है?,50 प्रतिशत,TRUE,35 प्रतिशत,FALSE,65 प्रतिशत,FALSE,40 प्रतिशत,FALSE,,,,,,,,
180,hi,single_choice,general_studies,difficult,पंचायती राज के गठन की सिफारिश किसने की?,बलवंत राय मेहता समिति,TRUE,अशोक मेहता समिति,FALSE,सरकारिया आयोग,FALSE,शाह आयोग,FALSE,,,,,,,,
181,hi,single_choice,state_gk,easy,भारत का मसालों का बगीचा किसे कहते हैं?,केरल,TRUE,कर्नाटक,FALSE,तमिलनाडु,FALSE,आंध्र प्रदेश,FALSE,,,,,,,,
182,hi,single_choice,state_gk,moderate,भारत में चाय का सबसे बड़ा उत्पादक राज्य कौन है?,असम,TRUE,पश्चिम बंगाल,FALSE,तमिलनाडु,FALSE,केरल,FALSE,,,,,,,,
183,hi,single_choice,general_studies,easy,डिजिलॉकर किस पहल का हिस्सा है?,डिजिटल इंडिया,TRUE,स्किल इंडिया,FALSE,स्टार्टअप इंडिया,FALSE,मेक इन इंडिया,FALSE,,,,,,,,
184,hi,single_choice,general_studies,moderate,MY Bharat पर युवाओं की पात्र आयु सीमा क्या है?,15 से 29 वर्ष,TRUE,18 से 35 वर्ष,FALSE,10 से 25 वर्ष,FALSE,20 से 40 वर्ष,FALSE,,,,,,,,
185,hi,single_choice,general_studies,difficult,राष्ट्रीय युवा नीति किस वर्ष लागू हुई?,2014,TRUE,2010,FALSE,2016,FALSE,2012,FALSE,,,,,,,,
186,hi,single_choice,moyas,easy,MY Bharat पर कौन सी गतिविधियां उपलब्ध हैं?,स्वयंसेवा और अनुभवात्मक शिक्षा,TRUE,शेयर ट्रेडिंग,FALSE,ऑनलाइन शॉपिंग,FALSE,गेमिंग,FALSE,,,,,,,,
187,hi,single_choice,moyas,moderate,अंतर्राष्ट्रीय युवा दिवस पहली बार कब मनाया गया?,1999,TRUE,2000,FALSE,1995,FALSE,2005,FALSE,,,,,,,,
188,hi,single_choice,moyas,difficult,NCC कैडेट्स की अधिकतम आयु सीमा क्या है?,26 वर्ष,TRUE,28 वर्ष,FALSE,25 वर्ष,FALSE,30 वर्ष,FALSE,,,,,,,,
189,hi,multi_choice,moyas,moderate,MY Bharat प्लेटफॉर्म पर कौन सी गतिविधियां शामिल हैं?,स्वयंसेवा,TRUE,अनुभवात्मक शिक्षण,TRUE,शेयर ट्रेडिंग,FALSE,क्विज और निबंध,TRUE,,,,,,,,
190,hi,multi_choice,general_studies,moderate,डिजिटल इंडिया की पहल कौन सी हैं?,डिजिलॉकर,TRUE,उमंग ऐप,TRUE,आधार कार्ड प्रिंटिंग,FALSE,भारतनेट,TRUE,,,,,,,,
191,hi,single_choice,general_studies,easy,भारत में सबसे ऊंचा नागरिक सम्मान कौन सा है?,भारत रत्न,TRUE,अर्जुन पुरस्कार,FALSE,द्रोणाचार्य पुरस्कार,FALSE,राजीव गांधी खेल रत्न,FALSE,,,,,,,,
192,hi,single_choice,general_studies,easy,पृथ्वी का कितना भाग जल से ढका है?,71 प्रतिशत,TRUE,60 प्रतिशत,FALSE,80 प्रतिशत,FALSE,50 प्रतिशत,FALSE,,,,,,,,
193,hi,single_choice,general_studies,moderate,भारत का मिसाइल मैन किसे कहा जाता है?,डॉ एपीजे अब्दुल कलाम,TRUE,विक्रम साराभाई,FALSE,होमी भाभा,FALSE,सी वी रमन,FALSE,,,,,,,,
194,hi,single_choice,general_studies,moderate,आधार कार्ड कितने अंकों का होता है?,12 अंक,TRUE,10 अंक,FALSE,16 अंक,FALSE,8 अंक,FALSE,,,,,,,,
195,hi,single_choice,general_studies,difficult,भारतीय संविधान में कितने अनुच्छेद हैं?,395 मूल अनुच्छेद,TRUE,300 अनुच्छेद,FALSE,450 अनुच्छेद,FALSE,250 अनुच्छेद,FALSE,,,,,,,,
196,hi,single_choice,general_studies,difficult,पंचायती राज संस्था कितने स्तरों पर कार्य करती है?,तीन स्तर,TRUE,दो स्तर,FALSE,चार स्तर,FALSE,पांच स्तर,FALSE,,,,,,,,
197,hi,single_choice,state_gk,easy,कर्नाटक की राजधानी कौन सी है?,बेंगलुरु,TRUE,मैसूरु,FALSE,मंगलुरु,FALSE,हुबली,FALSE,,,,,,,,
198,hi,single_choice,state_gk,moderate,गोवा की राजभाषा क्या है?,कोंकणी,TRUE,मराठी,FALSE,हिंदी,FALSE,पुर्तगाली,FALSE,,,,,,,,
199,hi,single_choice,general_studies,easy,भारत के किस शहर को पिंक सिटी कहते हैं?,जयपुर,TRUE,जोधपुर,FALSE,उदयपुर,FALSE,बीकानेर,FALSE,,,,,,,,
200,hi,single_choice,general_studies,moderate,भारत के संविधान में कितने मौलिक अधिकार हैं?,6,TRUE,7,FALSE,5,FALSE,8,FALSE,,,,,,,,
201,ta,single_choice,general_studies,easy,[Tamil] What is the full form of MY Bharat?,Mera Yuva Bharat,TRUE,My Youth Bharat,FALSE,Ministry Youth Board,FALSE,Mega Youth Bharat,FALSE,,,,,,,,
202,ta,single_choice,general_studies,easy,[Tamil] Which ministry launched the MY Bharat platform?,Ministry of Youth Affairs and Sports,TRUE,Ministry of Education,FALSE,Ministry of Home Affairs,FALSE,Ministry of IT,FALSE,,,,,,,,
203,ta,single_choice,general_studies,easy,[Tamil] What is the age group eligible for MY Bharat youth programs?,15 to 29 years,TRUE,18 to 35 years,FALSE,10 to 25 years,FALSE,20 to 40 years,FALSE,,,,,,,,
204,ta,single_choice,general_studies,easy,[Tamil] Which digital initiative enables direct benefit transfer in India?,Aadhaar,TRUE,Voter ID,FALSE,PAN Card,FALSE,Ration Card,FALSE,,,,,,,,
205,ta,single_choice,general_studies,easy,[Tamil] What does UPI stand for?,Unified Payments Interface,TRUE,Universal Payment India,FALSE,United Payment Integration,FALSE,Unified Pay Infrastructure,FALSE,,,,,,,,
206,ta,single_choice,general_studies,easy,[Tamil] Which Indian space agency successfully landed Chandrayaan-3 on the Moon?,ISRO,TRUE,DRDO,FALSE,HAL,FALSE,BARC,FALSE,,,,,,,,
207,ta,single_choice,general_studies,moderate,[Tamil] In which year was the Swachh Bharat Mission launched?,2014,TRUE,2015,FALSE,2013,FALSE,2016,FALSE,,,,,,,,
208,ta,single_choice,general_studies,moderate,[Tamil] What is the target year for India to become a developed nation under Viksit Bharat?,2047,TRUE,2030,FALSE,2035,FALSE,2050,FALSE,,,,,,,,
209,ta,single_choice,general_studies,moderate,[Tamil] Which program focuses on skill development for Indian youth?,Skill India,TRUE,Make in India,FALSE,Digital India,FALSE,Clean India,FALSE,,,,,,,,
210,ta,single_choice,general_studies,moderate,[Tamil] What is the national river of India?,Ganga,TRUE,Yamuna,FALSE,Brahmaputra,FALSE,Godavari,FALSE,,,,,,,,
211,ta,single_choice,general_studies,moderate,[Tamil] Which article of the Indian Constitution deals with fundamental rights?,Article 12-35,TRUE,Article 36-51,FALSE,Article 52-78,FALSE,Article 1-11,FALSE,,,,,,,,
212,ta,single_choice,general_studies,moderate,[Tamil] What does GDP stand for?,Gross Domestic Product,TRUE,General Development Plan,FALSE,Growth Distribution Policy,FALSE,Government Direct Payment,FALSE,,,,,,,,
213,ta,single_choice,general_studies,difficult,[Tamil] How many Sustainable Development Goals were adopted by the UN in 2015?,17,TRUE,15,FALSE,20,FALSE,12,FALSE,,,,,,,,
214,ta,single_choice,general_studies,difficult,[Tamil] Which Indian city hosted the G20 Leaders Summit in 2023?,New Delhi,TRUE,Mumbai,FALSE,Bengaluru,FALSE,Kolkata,FALSE,,,,,,,,
215,ta,single_choice,general_studies,difficult,[Tamil] What percentage of India's population is below 25 years of age?,50 percent,TRUE,35 percent,FALSE,65 percent,FALSE,40 percent,FALSE,,,,,,,,
216,ta,single_choice,state_gk,easy,[Tamil] Which is the largest state in India by area?,Rajasthan,TRUE,Madhya Pradesh,FALSE,Maharashtra,FALSE,Uttar Pradesh,FALSE,,,,,,,,
217,ta,single_choice,state_gk,easy,[Tamil] Which state is known as the Land of Five Rivers?,Punjab,TRUE,Haryana,FALSE,Himachal Pradesh,FALSE,Uttarakhand,FALSE,,,,,,,,
218,ta,single_choice,state_gk,easy,[Tamil] Which city is the capital of Karnataka?,Bengaluru,TRUE,Mysuru,FALSE,Mangaluru,FALSE,Hubli,FALSE,,,,,,,,
219,ta,single_choice,state_gk,moderate,[Tamil] Which state has the highest literacy rate in India?,Kerala,TRUE,Tamil Nadu,FALSE,Goa,FALSE,Mizoram,FALSE,,,,,,,,
220,ta,single_choice,state_gk,moderate,[Tamil] Which Indian state is the largest producer of tea?,Assam,TRUE,West Bengal,FALSE,Tamil Nadu,FALSE,Kerala,FALSE,,,,,,,,
221,ta,single_choice,state_gk,moderate,[Tamil] What is the official language of Goa?,Konkani,TRUE,Marathi,FALSE,Hindi,FALSE,Portuguese,FALSE,,,,,,,,
222,ta,single_choice,state_gk,difficult,[Tamil] Which northeastern state was formed in the year 2000?,Jharkhand,TRUE,Chhattisgarh,FALSE,Uttarakhand,FALSE,None of these,FALSE,,,,,,,,
223,ta,single_choice,moyas,easy,[Tamil] What does NSS stand for?,National Service Scheme,TRUE,National Sports School,FALSE,National Skill Society,FALSE,National Science Society,FALSE,,,,,,,,
224,ta,single_choice,moyas,easy,[Tamil] Which organization promotes youth volunteering in India?,MY Bharat,TRUE,UNICEF India,FALSE,World Bank,FALSE,IMF,FALSE,,,,,,,,
225,ta,single_choice,moyas,easy,[Tamil] What is the motto of NSS?,Not Me But You,TRUE,Service Before Self,FALSE,Youth for Nation,FALSE,Together We Can,FALSE,,,,,,,,
226,ta,single_choice,moyas,moderate,[Tamil] Which year was the National Youth Policy introduced in India?,2014,TRUE,2010,FALSE,2016,FALSE,2012,FALSE,,,,,,,,
227,ta,single_choice,moyas,moderate,[Tamil] What is the minimum number of members required to form a Youth Club?,Six,TRUE,Five,FALSE,Ten,FALSE,Eight,FALSE,,,,,,,,
228,ta,single_choice,moyas,moderate,[Tamil] Which day is celebrated as National Youth Day in India?,January 12,TRUE,January 26,FALSE,August 15,FALSE,November 14,FALSE,,,,,,,,
229,ta,single_choice,moyas,difficult,[Tamil] In which year was Nehru Yuva Kendra Sangathan established?,1972,TRUE,1968,FALSE,1975,FALSE,1980,FALSE,,,,,,,,
230,ta,single_choice,moyas,difficult,[Tamil] What is the upper age limit for NCC cadets?,26 years,TRUE,28 years,FALSE,25 years,FALSE,30 years,FALSE,,,,,,,,
231,ta,multi_choice,general_studies,easy,[Tamil] Which of these are fundamental rights in India?,Right to Equality,TRUE,Right to Freedom,TRUE,Right to Property,FALSE,Right to Education,TRUE,,,,,,,,
232,ta,multi_choice,general_studies,easy,[Tamil] Which of the following are renewable sources of energy?,Solar Energy,TRUE,Wind Energy,TRUE,Coal,FALSE,Natural Gas,FALSE,,,,,,,,
233,ta,multi_choice,general_studies,moderate,[Tamil] Which initiatives are part of Digital India?,DigiLocker,TRUE,UMANG App,TRUE,Aadhaar Card printing,FALSE,BharatNet,TRUE,,,,,,,,
234,ta,multi_choice,general_studies,moderate,[Tamil] Which of these countries are part of BRICS?,India,TRUE,Brazil,TRUE,Japan,FALSE,South Africa,TRUE,,,,,,,,
235,ta,multi_choice,general_studies,difficult,[Tamil] Which of the following are Millennium Development Goals?,Eradicate extreme poverty,TRUE,Achieve universal primary education,TRUE,Build smart cities,FALSE,Promote gender equality,TRUE,,,,,,,,
236,ta,single_choice,general_studies,easy,[Tamil] What is the national animal of India?,Bengal Tiger,TRUE,Asiatic Lion,FALSE,Indian Elephant,FALSE,Indian Rhinoceros,FALSE,,,,,,,,
237,ta,single_choice,general_studies,easy,[Tamil] Which is the highest civilian award in India?,Bharat Ratna,TRUE,Padma Vibhushan,FALSE,Padma Bhushan,FALSE,Padma Shri,FALSE,,,,,,,,
238,ta,single_choice,general_studies,easy,[Tamil] How many states are there in India as of 2024?,28,TRUE,29,FALSE,30,FALSE,27,FALSE,,,,,,,,
239,ta,single_choice,general_studies,moderate,[Tamil] Who is known as the Father of the Indian Constitution?,Dr B R Ambedkar,TRUE,Jawaharlal Nehru,FALSE,Mahatma Gandhi,FALSE,Sardar Patel,FALSE,,,,,,,,
240,ta,single_choice,general_studies,moderate,[Tamil] Which Indian scientist is known as the Missile Man?,Dr APJ Abdul Kalam,TRUE,Vikram Sarabhai,FALSE,Homi Bhabha,FALSE,C V Raman,FALSE,,,,,,,,
241,ta,single_choice,general_studies,moderate,[Tamil] What is the currency of India called?,Indian Rupee,TRUE,Indian Dollar,FALSE,Indian Pound,FALSE,Indian Dinar,FALSE,,,,,,,,
242,ta,single_choice,general_studies,moderate,[Tamil] Which planet is known as the Red Planet?,Mars,TRUE,Jupiter,FALSE,Venus,FALSE,Saturn,FALSE,,,,,,,,
243,ta,single_choice,general_studies,difficult,[Tamil] What is the approximate length of the Indian coastline?,7517 km,TRUE,6100 km,FALSE,8500 km,FALSE,5400 km,FALSE,,,,,,,,
244,ta,single_choice,general_studies,difficult,[Tamil] Which is the longest river in India?,Ganga,TRUE,Godavari,FALSE,Brahmaputra,FALSE,Narmada,FALSE,,,,,,,,
245,ta,single_choice,general_studies,difficult,[Tamil] In which year did India conduct its first nuclear test?,1974,TRUE,1971,FALSE,1978,FALSE,1980,FALSE,,,,,,,,
246,ta,single_choice,state_gk,easy,[Tamil] Which state is known as the Spice Garden of India?,Kerala,TRUE,Karnataka,FALSE,Tamil Nadu,FALSE,Andhra Pradesh,FALSE,,,,,,,,
247,ta,single_choice,state_gk,easy,[Tamil] Which is the smallest state in India by area?,Goa,TRUE,Sikkim,FALSE,Tripura,FALSE,Mizoram,FALSE,,,,,,,,
248,ta,single_choice,state_gk,moderate,[Tamil] Which state is the largest producer of rice in India?,West Bengal,TRUE,Punjab,FALSE,Uttar Pradesh,FALSE,Andhra Pradesh,FALSE,,,,,,,,
249,ta,single_choice,state_gk,moderate,[Tamil] Which city is known as the Silicon Valley of India?,Bengaluru,TRUE,Hyderabad,FALSE,Pune,FALSE,Chennai,FALSE,,,,,,,,
250,ta,single_choice,state_gk,difficult,[Tamil] Which state has the longest coastline in India?,Gujarat,TRUE,Maharashtra,FALSE,Tamil Nadu,FALSE,Andhra Pradesh,FALSE,,,,,,,,
251,ta,single_choice,general_studies,easy,[Tamil] What does ATM stand for?,Automated Teller Machine,TRUE,Automatic Transaction Machine,FALSE,All Time Money,FALSE,Auto Transfer Method,FALSE,,,,,,,,
252,ta,single_choice,general_studies,easy,[Tamil] Which gas do plants absorb from the atmosphere?,Carbon Dioxide,TRUE,Oxygen,FALSE,Nitrogen,FALSE,Hydrogen,FALSE,,,,,,,,
253,ta,single_choice,general_studies,easy,[Tamil] What is the chemical symbol for water?,H2O,TRUE,CO2,FALSE,O2,FALSE,NaCl,FALSE,,,,,,,,
254,ta,single_choice,general_studies,moderate,[Tamil] Which vitamin is produced when human skin is exposed to sunlight?,Vitamin D,TRUE,Vitamin A,FALSE,Vitamin C,FALSE,Vitamin E,FALSE,,,,,,,,
255,ta,single_choice,general_studies,moderate,[Tamil] What is the SI unit of electric current?,Ampere,TRUE,Volt,FALSE,Watt,FALSE,Ohm,FALSE,,,,,,,,
256,ta,single_choice,general_studies,moderate,[Tamil] Which blood group is known as the universal donor?,O negative,TRUE,AB positive,FALSE,A positive,FALSE,B negative,FALSE,,,,,,,,
257,ta,single_choice,general_studies,difficult,[Tamil] What is the speed of light in vacuum?,3 lakh km per second,TRUE,2 lakh km per second,FALSE,4 lakh km per second,FALSE,1 lakh km per second,FALSE,,,,,,,,
258,ta,single_choice,general_studies,difficult,[Tamil] Which element has the highest melting point?,Tungsten,TRUE,Iron,FALSE,Gold,FALSE,Platinum,FALSE,,,,,,,,
259,ta,single_choice,moyas,easy,[Tamil] What is the full form of NCC?,National Cadet Corps,TRUE,National Civil Corps,FALSE,National Community Center,FALSE,National Cultural Committee,FALSE,,,,,,,,
260,ta,single_choice,moyas,easy,[Tamil] Which program encourages youth to volunteer for community service?,Volunteer for Bharat,TRUE,Startup India,FALSE,Digital India,FALSE,Make in India,FALSE,,,,,,,,
261,ta,single_choice,moyas,moderate,[Tamil] What is the duration of standard NSS special camp?,7 days,TRUE,10 days,FALSE,5 days,FALSE,15 days,FALSE,,,,,,,,
262,ta,single_choice,moyas,moderate,[Tamil] Which initiative connects youth with experiential learning?,MY Bharat ELP,TRUE,Skill India Portal,FALSE,PMKVY,FALSE,NSDC Portal,FALSE,,,,,,,,
263,ta,single_choice,moyas,difficult,[Tamil] How many hours of community service are required per year in NSS?,120 hours,TRUE,100 hours,FALSE,150 hours,FALSE,200 hours,FALSE,,,,,,,,
264,ta,single_choice,general_studies,easy,[Tamil] What is the national flower of India?,Lotus,TRUE,Rose,FALSE,Sunflower,FALSE,Jasmine,FALSE,,,,,,,,
265,ta,single_choice,general_studies,easy,[Tamil] Which continent is India located in?,Asia,TRUE,Europe,FALSE,Africa,FALSE,Australia,FALSE,,,,,,,,
266,ta,single_choice,general_studies,easy,[Tamil] What is the national bird of India?,Indian Peacock,TRUE,Parrot,FALSE,Eagle,FALSE,Sparrow,FALSE,,,,,,,,
267,ta,single_choice,general_studies,moderate,[Tamil] Who wrote the Indian national anthem?,Rabindranath Tagore,TRUE,Bankim Chandra Chattopadhyay,FALSE,Sarojini Naidu,FALSE,Muhammad Iqbal,FALSE,,,,,,,,
268,ta,single_choice,general_studies,moderate,[Tamil] Which is the largest democracy in the world?,India,TRUE,United States,FALSE,United Kingdom,FALSE,France,FALSE,,,,,,,,
269,ta,single_choice,general_studies,moderate,[Tamil] What is the tenure of the President of India?,5 years,TRUE,4 years,FALSE,6 years,FALSE,7 years,FALSE,,,,,,,,
270,ta,single_choice,general_studies,difficult,[Tamil] How many schedules are there in the Indian Constitution?,12,TRUE,10,FALSE,8,FALSE,14,FALSE,,,,,,,,
271,ta,single_choice,general_studies,difficult,[Tamil] Which amendment is known as the Mini Constitution?,42nd Amendment,TRUE,44th Amendment,FALSE,73rd Amendment,FALSE,86th Amendment,FALSE,,,,,,,,
272,ta,single_choice,state_gk,easy,[Tamil] Which state is known as Gods Own Country?,Kerala,TRUE,Goa,FALSE,Himachal Pradesh,FALSE,Uttarakhand,FALSE,,,,,,,,
273,ta,single_choice,state_gk,moderate,[Tamil] Which state has the maximum number of districts?,Uttar Pradesh,TRUE,Madhya Pradesh,FALSE,Maharashtra,FALSE,Rajasthan,FALSE,,,,,,,,
274,ta,single_choice,state_gk,difficult,[Tamil] Which was the first state formed on linguistic basis in India?,Andhra Pradesh,TRUE,Tamil Nadu,FALSE,Karnataka,FALSE,Gujarat,FALSE,,,,,,,,
275,ta,multi_choice,moyas,easy,[Tamil] Which of the following are youth development programs in India?,NSS,TRUE,NCC,TRUE,FIFA,FALSE,MY Bharat,TRUE,,,,,,,,
276,ta,multi_choice,moyas,moderate,[Tamil] Which activities are included in MY Bharat platform?,Volunteering,TRUE,Experiential Learning,TRUE,Stock Trading,FALSE,Quiz and Essay,TRUE,,,,,,,,
277,ta,multi_choice,general_studies,easy,[Tamil] Which of these are Union Territories of India?,Delhi,TRUE,Chandigarh,TRUE,Goa,FALSE,Puducherry,TRUE,,,,,,,,
278,ta,multi_choice,general_studies,moderate,[Tamil] Which rivers originate from the Himalayas?,Ganga,TRUE,Yamuna,TRUE,Kaveri,FALSE,Brahmaputra,TRUE,,,,,,,,
279,ta,single_choice,general_studies,easy,[Tamil] What is the boiling point of water at sea level?,100 degree Celsius,TRUE,90 degree Celsius,FALSE,110 degree Celsius,FALSE,80 degree Celsius,FALSE,,,,,,,,
280,ta,single_choice,general_studies,easy,[Tamil] How many bones are there in an adult human body?,206,TRUE,208,FALSE,204,FALSE,200,FALSE,,,,,,,,
281,ta,single_choice,general_studies,moderate,[Tamil] Which organ in the human body produces insulin?,Pancreas,TRUE,Liver,FALSE,Kidney,FALSE,Heart,FALSE,,,,,,,,
282,ta,single_choice,general_studies,moderate,[Tamil] What is the hardest natural substance on Earth?,Diamond,TRUE,Granite,FALSE,Iron,FALSE,Quartz,FALSE,,,,,,,,
283,ta,single_choice,general_studies,difficult,[Tamil] Which Indian mathematician invented the concept of zero?,Aryabhatta,TRUE,Ramanujan,FALSE,Brahmagupta,FALSE,Bhaskara,FALSE,,,,,,,,
284,ta,single_choice,general_studies,difficult,[Tamil] What is the ph value of pure water?,7,TRUE,6,FALSE,8,FALSE,5,FALSE,,,,,,,,
285,ta,single_choice,general_studies,easy,[Tamil] Which planet is closest to the Sun?,Mercury,TRUE,Venus,FALSE,Earth,FALSE,Mars,FALSE,,,,,,,,
286,ta,single_choice,general_studies,easy,[Tamil] What is the largest organ of the human body?,Skin,TRUE,Liver,FALSE,Brain,FALSE,Heart,FALSE,,,,,,,,
287,ta,single_choice,general_studies,moderate,[Tamil] Which Indian state was the first to implement the Panchayati Raj system?,Rajasthan,TRUE,Kerala,FALSE,Tamil Nadu,FALSE,Gujarat,FALSE,,,,,,,,
